,Title,CDID
892,CPIH INDEX 05.3 : MAJOR HOUSEHOLD APPLIANCES INCL FITTINGS AND REPAIRS 2005=100,L53M
893,CPIH INDEX 05.2 : HOUSEHOLD TEXTILES 2005=100                           ,L53L
894,CPIH INDEX 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2005=100            ,L53K
895,"CPIH INDEX 05.1.1 : FURNITURE, FURNISHINGS 2005=100                     ",L53J
896,CPIH INDEX 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2005=100     ,L53Q
897,CPIH INDEX 06.3 : HOSPITAL SERVICES 2005=100                            ,L542
898,"CPIH INDEX 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2005=100  ",L53P
899,CPIH INDEX 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2005=100             ,L53O
900,CPIH INDEX 05.3.1 :MAJOR HH APPLIANCES & SMALL ELECTRICAL HH APPLIANCES 2005=100,L53N
901,CPIH INDEX 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2005=100    ,L53U
902,CPIH INDEX 07.1.2 : MOTOR CYCLES AND BICYCLES 2005=100                  ,L546
903,CPIH INDEX 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES 2005=100   ,L53T
904,CPIH INDEX 07.1.1B : SECOND-HAND CARS 2005=100                          ,L545
905,CPIH INDEX 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2005=100                ,L53S
906,CPIH INDEX 07.1.1A : NEW CARS 2005=100                                  ,L544
907,CPIH INDEX 05.6 : GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE 2005=100,L53R
908,CPIH INDEX 07.1 : PURCHASE OF VEHICLES 2005=100                         ,L543
909,CPIH INDEX 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES: 2005=100 ,L53Y
910,CPIH INDEX 06.2 : OUT-PATIENT SERVICES: 2005=100                        ,L53X
911,CPIH INDEX 07.2.2 : FUELS & LUBRICANTS 2005=100                         ,L549
912,CPIH INDEX 06.1.2 : OTHER MEDICAL AND THERAPEUTIC EQUIPMENT 2005=100    ,L53W
913,CPIH INDEX 07.2.1 : SPARE PARTS & ACCESSORIES 2005=100                  ,L548
914,CPIH INDEX 06.1.1 : PHARMACEUTICAL PRODUCTS 2005=100                    ,L53V
915,CPIH INDEX 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2005=100    ,L547
916,CPIH INDEX 06.2.2 : DENTAL SERVICES: 2005=100                           ,L53Z
917,CPIH INDEX 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIPMENT 2005=100,L54B
918,CPIH INDEX 07.2.3 : MAINTENANCE & REPAIRS 2005=100                      ,L54A
919,CPIH INDEX 07.3.3 : PASSENGER TRANSPORT BY AIR 2005=100                 ,L54F
920,CPIH INDEX 07.3.2 : PASSENGER TRANSPORT BY ROAD 2005=100                ,L54E
921,CPIH INDEX 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2005=100             ,L54D
922,CPIH INDEX 07.3 : TRANSPORT SERVICES 2005=100                           ,L54C
923,CPIH INDEX 09.1 : AUDIO-VISUAL PHOTOGRAPHIC AND DATA PROCESSING EQUIP 2005=100,L54J
924,CPIH INDEX 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2005=100 ,L54I
925,CPIH INDEX 08.1 : POSTAL SERVICES 2005=100                              ,L54H
926,CPIH INDEX 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY 2005=100,L54G
927,"CPIH INDEX 01.1.4 : MILK, CHEESE & EGGS 2005=100                        ",L52L
928,CPIH INDEX 01.1.3 : FISH 2005=100                                       ,L52K
929,CPIH INDEX 01.1.2 : MEAT 2005=100                                       ,L52J
930,CPIH INDEX 01.1.1 : BREAD & CEREALS 2005=100                            ,L52I
931,"CPIH INDEX 01.1.8 :SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE & CONFECTIONERY 2005=100",L52P
932,CPIH INDEX 01.1.7 : VEGETABLES INCLUDING POTATOES AND OTHER TUBERS 2005=100,L52O
933,CPIH INDEX 01.1.6 : FRUIT 2005=100                                      ,L52N
934,CPIH INDEX 01.1.5 : OILS & FATS 2005=100                                ,L52M
935,"CPIH INDEX 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2005=100     ",L52T
936,CPIH INDEX 03.2 : FOOTWEAR INCLUDING REPAIRS 2005=100                   ,L535
937,"CPIH INDEX 01.2.1 : COFFEE, TEA, COCOA 2005=100                         ",L52S
938,"CPIH INDEX 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING 2005=100  ",L534
939,CPIH INDEX 01.2 : NON-ALCOHOLIC BEVERAGES 2005=100                      ,L52R
940,CPIH INDEX 03.1.3 :OTHER ARTICLES OF CLOTHING & ACCESSORIES 2005=100    ,L533
941,CPIH INDEX 01.1.9 : FOOD PRODUCTS 2005=100                              ,L52Q
942,CPIH INDEX 03.1.2 : GARMENTS 2005=100                                   ,L532
943,CPIH INDEX 02.1.3 : BEER 2005=100                                       ,L52X
944,CPIH INDEX 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING 2005=100,L539
945,CPIH INDEX 02.1.2 : WINE (INC PERRY) 2005=100                           ,L52W
946,CPIH INDEX 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING 2005=100,L538
947,CPIH INDEX 02.1.1 : SPIRITS 2005=100                                    ,L52V
948,CPIH INDEX 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2005=100,L537
949,CPIH INDEX 02.1 : ALCOHOLIC BEVERAGES 2005=100                          ,L52U
950,CPIH INDEX 04.1 : ACTUAL RENTS FOR HOUSING 2005=100                     ,L536
951,CPIH INDEX 03.1 : CLOTHING 2005=100                                     ,L52Z
952,CPIH INDEX 04.4 : OTHER SERVICES RELATING TO THE DWELLING 2005=100      ,L53A
953,CPIH INDEX 04.5.1 : ELECTRICITY 2005=100                                ,L53E
954,"CPIH INDEX 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2005=100             ",L53D
955,CPIH INDEX 04.4.3 : SEWERAGE COLLECTION 2005=100                        ,L53C
956,CPIH INDEX 04.4.1 : WATER SUPPLY 2005=100                               ,L53B
957,"CPIH INDEX 05.1 :FURNITURE, FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS 2005=100",L53I
958,CPIH INDEX 04.5.4 : SOLID FUELS 2005=100                                ,L53H
959,CPIH INDEX 04.5.3 : LIQUID FUELS 2005=100                               ,L53G
960,CPIH INDEX 04.5.2 : GAS 2005=100                                        ,L53F
961,CPIH All Items: Percentage change over 12 months: 2005=100              ,L55O
962,CPIH INDEX 12.7 : OTHER SERVICES NEC 2005=100                           ,L55N
963,CPIH INDEX 12.6.2 : FINANCIAL SERVICES N.E.C. 2005=100                  ,L55M
964,CPIH INDEX 12.6 : FINANCIAL SERVICES N.E.C. 2005=100                    ,L55L
965,"CPIH ANNUAL RATE 04 : HOUSING, WATER AND FUELS 2005=100                 ",L55S
966,CPIH ANNUAL RATE: Services 2005=100                                     ,L564
967,CPIH ANNUAL RATE 03 : CLOTHING AND FOOTWEAR 2005=100                    ,L55R
968,CPIH ANNUAL RATE: Goods 2005=100                                        ,L563
969,"CPIH ANNUAL RATE 02:ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS 2005=100    ",L55Q
970,CPIH ANNUAL RATE 12 :MISCELLANEOUS GOODS AND SERVICES 2005=100          ,L562
971,CPIH ANNUAL RATE 01 : FOOD AND NON-ALCOHOLIC BEVERAGES 2005=100         ,L55P
972,CPIH ANNUAL RATE 08 : COMMUNICATION 2005=100                            ,L55W
973,CPIH ANNUAL RATE 01.1.3 : FISH 2005=100                                 ,L568
974,CPIH ANNUAL RATE 07 : TRANSPORT 2005=100                                ,L55V
975,CPIH ANNUAL RATE 01.1.2 : MEAT 2005=100                                 ,L567
976,CPIH ANNUAL RATE 06 : HEALTH 2005=100                                   ,L55U
977,CPIH ANNUAL RATE 01.1.1 : BREAD & CEREALS 2005=100                      ,L566
978,RPI: food: bread (Jan 1987=100)                                         ,DOAA
979,"CPIH ANNUAL RATE 05 :FURN, HH EQUIP & REPAIR OF THE HOUSE 2005=100      ",L55T
980,CPIH ANNUAL RATE 01.1 : FOOD 2005=100                                   ,L565
981,RPI: food: cereals (Jan 1987=100)                                       ,DOAB
982,RPI: food: biscuits & cakes (Jan 1987=100)                              ,DOAC
983,"CPIH ANNUAL RATE 11 : HOTELS, CAFES AND RESTAURANTS 2005=100            ",L55Z
984,RPI: food: beef (Jan 1987=100)                                          ,DOAD
985,CPIH ANNUAL RATE 10 : EDUCATION 2005=100                                ,L55Y
986,RPI: food: lamb (Jan 1987=100)                                          ,DOAE
987,CPIH ANNUAL RATE 09 : RECREATION & CULTURE- 2005=100                    ,L55X
988,"CPIH ANNUAL RATE 01.1.4 : MILK, CHEESE & EGGS 2005=100                  ",L569
989,RPI: food: home-killed lamb (Jan 1987=100)                              ,DOAF
990,CPI-CT index level: all items: 2005=100                                 ,EAC7
991,RPI: food: pork (Jan 1987=100)                                          ,DOAG
992,CPI-CT index level: all goods: 2005=100                                 ,EAC8
993,RPI: food: bacon (Jan 1987=100)                                         ,DOAH
994,CPI-CT index level: all services: 2005=100                              ,EAC9
995,RPI: food: poultry (Jan 1987=100)                                       ,DOAI
996,RPI: food: other meat (Jan 1987=100)                                    ,DOAJ
997,"CPIH ANN RATE 01.1.8:SUGAR,JAM,HONEY,SYRUPS,CHOCOLATE & CONFECTIONERY 2005=100",L56D
998,RPI: food: fish (Jan 1987=100)                                          ,DOAK
999,CPIH ANNUAL RATE 01.1.7 :VEGETABLES INCLUDING POTATOES AND OTHER TUBERS 2005=100,L56C
1000,RPI: food: fresh fish (Jan 1987=100)                                    ,DOAL
1001,CPIH ANNUAL RATE 01.1.6 : FRUIT 2005=100                                ,L56B
1002,RPI: food: butter (Jan 1987=100)                                        ,DOAM
1003,CPIH ANNUAL RATE 01.1.5 : OILS & FATS 2005=100                          ,L56A
1004,CPI INDEX: Non-energy industrial goods (G) 2005=100                     ,DK9J
1005,RPI: food: oils & fats (Jan 1987=100)                                   ,DOAN
1006,"CPIH ANNUAL RATE 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2005=100",L56H
1007,CPI INDEX: Durables (G) 2005=100                                        ,DK9K
1008,RPI: food: cheese (Jan 1987=100)                                        ,DOAO
1009,"CPIH ANNUAL RATE 01.2.1 : COFFEE, TEA, COCOA 2005=100                   ",L56G
1010,CPI INDEX: Semi-durables (G) 2005=100                                   ,DK9L
1011,RPI: food: eggs (Jan 1987=100)                                          ,DOAP
1012,CPIH ANNUAL RATE 01.2 : NON-ALCOHOLIC BEVERAGES 2005=100                ,L56F
1013,CPI INDEX: Non-durables (G) 2005=100                                    ,DK9M
1014,RPI: food: fresh milk (Jan 1987=100)                                    ,DOAQ
1015,CPIH ANNUAL RATE 01.1.9 : FOOD PRODUCTS 2005=100                        ,L56E
1016,CPI INDEX: Non-seasonal food (G) 2005=100                               ,DK9N
1017,RPI: food: milk products (Jan 1987=100)                                 ,DOAR
1018,CPIH ANNUAL RATE 02.1.3 : BEER 2005=100                                 ,L56L
1019,"CPI INDEX: Food, alcoholic beverages & tobacco (G) 2005=100             ",DK9O
1020,RPI: food: tea (Jan 1987=100)                                           ,DOAS
1021,CPIH ANNUAL RATE 02.1.2 : WINE (INC PERRY) 2005=100                     ,L56K
1022,CPI INDEX: Processed food & non-alcoholic beverages (G) 2005=100        ,DK9P
1023,RPI: food: coffee and other hot drinks (Jan 1987=100)                   ,DOAT
1024,CPIH ANNUAL RATE 02.1.1 : SPIRITS 2005=100                              ,L56J
1025,CPI INDEX: Unprocessed food (G) 2005=100                                ,DK9Q
1026,RPI: food: soft drinks (Jan 1987=100)                                   ,DOAU
1027,CPIH ANNUAL RATE 02.1 : ALCOHOLIC BEVERAGES 2005=100                    ,L56I
1028,CPIH INDEX 09.1.4 : RECORDING MEDIA 2005=100                            ,L54N
1029,CPIH INDEX 09.1.3 : INFORMATION PROCESSING EQUIPMENT 2005=100           ,L54M
1030,"CPIH INDEX 09.1.2 : PHOTOGRAPHIC, CINEMATOGRAPHIC & OPTICAL EQUIPMENT 2005=100",L54L
1031,CPIH INDEX 09.1.1 : EQUIPMENT FOR SOUND & PICTUR 2005=100               ,L54K
1032,CPIH INDEX 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS & PETS 2005=100,L54R
1033,CPIH INDEX 09.5.2 : NEWSPAPERS AND PERIODICALS 2005=100                 ,L553
1034,CPIH INDEX 09.2.1 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION: 2005=100  ,L54Q
1035,CPIH INDEX 09.5.1 : BOOKS 2005=100                                      ,L552
1036,CPIH INDEX 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2005=100,L54P
1037,"CPIH INDEX 09.1.5 :REPAIR OF AUDIO-VISUAL,PHOTO.& DATA PROCESSING EQUIP.2005=100",L54O
1038,CPIH INDEX 09.3.4 : PETS AND RELATED PRODUCTS 2005=100                  ,L54V
1039,CPIH INDEX 11.1.1 : RESTAURANTS & CAFES 2005=100                        ,L557
1040,CPIH INDEX 09.3.3 : GARDEN PLANTS AND FLOWERS 2005=100                  ,L54U
1041,CPIH INDEX 11.1 : CATERING 2005=100                                     ,L556
1042,CPIH INDEX 09.3.2 : EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION 2005=100,L54T
1043,CPIH INDEX 09.6 : PACKAGE HOLIDAY 2005=100                              ,L555
1044,CPIH INDEX 09.3.1 : GAMES TOYS AND HOBBIES 2005=100                     ,L54S
1045,CPIH INDEX 09.5.3 :MISC. PRINTED MATTER STATIONERY & DRAWING MATERIALS 2005=100,L554
1046,CPIH INDEX 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2005=100              ,L54Z
1047,CPIH INDEX 09.4.2 : CULTURAL SERVICES 2005=100                          ,L54Y
1048,CPIH INDEX 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2005=100         ,L54X
1049,CPIH INDEX 11.2 : ACCOMMODATION SERVICES 2005=100                       ,L559
1050,CPIH INDEX 09.4 : RECREATIONAL AND CULTURAL SERVICES 2005=100           ,L54W
1051,CPIH INDEX 11.1.2 : CANTEENS 2005=100                                   ,L558
1052,"CPIH INDEX 12.1.2 : APPLIANCES, ARTICLES & PRODUCTS FOR PERSONAL CARE 2005=100",L55C
1053,CPI:Contribution to monthly change in all items index: Rounding effect(2005=100),E8PR
1054,CPIH INDEX 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTABS 2005=100,L55B
1055,CPI:Contribution to all items annual rate: Rounding effect (2005=100)   ,E8PS
1056,CPIH INDEX 12.1 : PERSONAL CARE 2005=100                                ,L55A
1057,CPI:% points change over previous month(12 month rate):Rounding effect(2005=100),E8PT
1058,CPI: % points change over previous month (12 month rate): All items(2005=100),E8PU
1059,CPIH INDEX 12.4 : SOCIAL PROTECTION 2005=100                            ,L55G
1060,CPIH INDEX 12.3.2 : OTHER PERSONAL EFFECTS 2005=100                     ,L55F
1061,CPIH INDEX 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2005=100               ,L55E
1062,CPIH INDEX 12.3 : PERSONAL EFFECTS N.E.C. 2005=100                      ,L55D
1063,CPIH INDEX 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2005=100         ,L55K
1064,CPIH INDEX 12.5.3 : INSURANCE CONNECTED WITH HEALTH: 2005=100           ,L55J
1065,CPIH INDEX 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2005=100      ,L55I
1066,CPIH INDEX 12.5 : INSURANCE 2005=100                                    ,L55H
1067,RPI: fuel & light: coal & solid fuels (Jan 1987=100)                    ,DOBW
1068,CPIH ANNUAL RATE 07.1.1A : NEW CARS 2005=100                            ,L57Q
1069,CPIH ANNUAL RATE 07.3.2 : PASSENGER TRANSPORT BY ROAD 2005=100          ,L582
1070,RPI: fuel & light: electricity (Jan 1987=100)                           ,DOBX
1071,CPIH ANNUAL RATE 07.1 : PURCHASE OF VEHICLES 2005=100                   ,L57P
1072,RPI: fuel & light: gas (Jan 1987=100)                                   ,DOBY
1073,CPIH ANNUAL RATE 06.3 : HOSPITAL SERVICES 2005=100                      ,L57O
1074,RPI: fuel & light: oil & other fuel (Jan 1987=100)                      ,DOBZ
1075,CPIH ANNUAL RATE 06.2.2 : DENTAL SERVICES 2005=100                      ,L57N
1076,CPIH ANNUAL RATE 07.2.1 : SPARE PARTS & ACCESSORIES 2005=100            ,L57U
1077,CPIH ANNUAL RATE 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2005=100,L586
1078,CPIH ANNUAL RATE 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2005=100,L57T
1079,CPIH ANNUAL RATE 08.1 : POSTAL SERVICES 2005=100                        ,L585
1080,CPIH ANNUAL RATE 07.1.2 : MOTOR CYCLES AND BICYCLES 2005=100            ,L57S
1081,CPIH ANNUAL RATE 07.3.4 : PASSENGER TRANSPORT BY SEA & INLAND WATERWAY 2005=100,L584
1082,CPIH ANNUAL RATE 07.1.1B : SECOND-HAND CARS 2005=100                    ,L57R
1083,CPIH ANNUAL RATE 07.3.3 : PASSENGER TRANSPORT BY AIR 2005=100           ,L583
1084,CPIH ANNUAL RATE 07.3 : TRANSPORT SERVICES 2005=100                     ,L57Y
1085,RPI: household goods: furniture (Jan 1987=100)                          ,DOCA
1086,CPI-CT percentage change over 12 months: unprocessed food               ,EAE2
1087,CPIH ANNUAL RATE 07.2.4 :OTHER SERV FOR PERSONAL TRANSPORT EQUIPMENT 2005=100,L57X
